product-id,highlight
P481170,Cruelty-Free
P440971,Radiant Finish
P440971,Hyaluronic Acid
P454838,Good for: Dark Circles
P454838,Good for: Anti-Aging
P454838,Vitamin C
P454838,Hyaluronic Acid
P454838,Without Parabens
P422453,Stick Formula
P422453,Medium Coverage
P422453,Natural Finish
P422453,"Best for Dry, Combo, Normal Skin"
P422453,Without Parabens
P422453,Gluten Free
P503601,Unisex/ Genderless Scent
P503601,Layerable Scent
P503601,Warm &Spicy Scent
P503601,Woody & Earthy Scent
P503601,Floral Scent
P503601,Cruelty-Free
P469546,Clean at Sephora
P469546,Good for: Pores
P469546,Good for: Anti-Aging
P469546,Radiant Finish
P469546,"Best for Oily, Combo, Normal Skin"
P388626,Clean + Planet Positive
P388626,Good for: Dryness
P388626,Good for: Frizz
P388626,Fragrance Free
P388626,Curly Hair
P388626,Gluten Free
P455996,Vegan
P455996,Cruelty-Free
P455996,Sustainable Packaging
P467652,Good for: Dryness
P467652,Vegan
P467652,Clean at Sephora
P480336,Good for: Damage
P480336,Good for: Color Care
P480336,Clean at Sephora
P480336,All Hair Types
P480336,Good for: Dryness
P480336,Cruelty-Free
P427529,Good for: Anti-Aging
P427529,Good for: Dullness/Uneven Texture
P427529,Vitamin C
P427529,Without Parabens
P427529,Hyaluronic Acid
P500613,Good for: Dullness/Uneven Texture
P500613,Vitamin C
P500613,Good for: Dark Circles
P500613,Clean at Sephora
P500613,Good for: Anti-Aging
P500613,Good for: Dryness
P443838,Good for: Dullness/Uneven Texture
P443838,Clean at Sephora
P443838,AHA/Glycolic Acid
P443838,Good for: Dark spots
P443838,Cruelty-Free
P454100,Good for: Dark Circles
P454100,Good for: Dullness/Uneven Texture
P454100,AHA/Glycolic Acid
P454100,Cruelty-Free
P454100,Vegan
P454100,Clean + Planet Positive
P454063,Radiant Finish
P454063,Liquid Formula
P454063,Plumping
P454063,Hydrating
P454063,Medium Coverage
P454063,SPF
P428823,Light Coverage
P428823,Radiant Finish
P428823,Cream Formula
P428823,Hydrating
P428823,Oil Free
P428823,SPF
P480463,Vegan
P480463,Good for: Dullness/Uneven Texture
P480463,Clean + Planet Positive
P480463,AHA/Glycolic Acid
P480463,Good for: Dark spots
P480463,Niacinamide
P406081,Warm &Spicy Scent
P406081,Without Phthalates
P406081,Good for: Dryness
P406081,Without Parabens
P406081,Cruelty-Free
P442535,Vegan
P442535,Good for: Dullness/Uneven Texture
P442535,Clean + Planet Positive
P442535,AHA/Glycolic Acid
P442535,"Best for Oily, Combo, Normal Skin"
P380541,Floral Scent
P380541,Fresh Scent
P502966,Good for: Dullness/Uneven Texture
P502966,Hyaluronic Acid
P502966,Hydrating
P502966,Clean at Sephora
P502966,"Best for Dry, Combo, Normal Skin"
P502966,Niacinamide
P417867,Good for: Loss of firmness
P417867,Clean at Sephora
P417867,Hydrating
P417867,Good for: Anti-Aging
P417867,"Best for Dry, Combo, Normal Skin"
P474810,Good for: Damage
P474810,Vegan
P474810,Clean at Sephora
P474810,Without Phthalates
P474810,Good for: Dryness
P474810,Without Sulfates SLS & SLES
P472815,Light Coverage
P472815,Vegan
P472815,Radiant Finish
P472815,Liquid Formula
P472815,Fragrance Free
P468429,Vegan
P468429,allure 2022 Best of Beauty Award Winner
P468429,Good for: Redness
P468429,Good for: Dullness/Uneven Texture
P468429,Clean at Sephora
P468429,Without Silicones
P467110,Vegan
P467110,Hyaluronic Acid
P467110,Vitamin C
P467110,Clean + Planet Positive
P467110,Fragrance Free
P467110,Good for: Dark spots
P404041,Vegan
P404041,Stick Formula
P404041,Cream Formula
P404041,Liquid Formula
P404041,Medium Coverage
P54419,Pressed Powder Formula
P54419,Long-wearing
P54419,Matte Finish
P54419,Full Coverage
P54419,"Best for Oily, Combo, Normal Skin"
P456371,Vegan
P456371,Light Coverage
P456371,Radiant Finish
P456371,Hyaluronic Acid
P456371,Hydrating
P456371,Long-wearing
P432045,Vegan
P432045,Good for: Loss of firmness
P432045,Plumping
P432045,Collagen
P432045,Hypoallergenic
P432045,"Best for Dry, Combo, Normal Skin"
P244006,Without Sulfates SLS & SLES
P244006,Without Phthalates
P244006,Without Parabens
P244006,Without Formaldehydes
P244006,Volumizing
P244006,Long-wearing
P442858,Hyaluronic Acid
P442858,Good for: Dullness/Uneven Texture
P442858,Clean at Sephora
P442858,Hydrating
P442858,Good for: Dryness
P442858,Without Parabens
P455865,Good for: Damage
P455865,Unisex/ Genderless Scent
P455865,Good for: Volume
P455865,Good for: Dryness
P455865,Without Sulfates SLS & SLES
P455865,Cruelty-Free
P453218,Metallic Finish
P453218,Community Favorite
P453218,Matte Finish
P456592,Long-wearing
P456592,Natural Finish
P456592,Without Parabens
P456592,Vegan
P429916,Customizable
P429916,Refill Available
P451938,Cream Formula
P451938,Matte Finish
P451938,Long-wearing
P451938,Without Parabens
P451938,Vegan
P441886,Vegan
P441886,Natural Finish
P441886,Cream Formula
P441886,Clean + Planet Positive
P441886,Hydrating
P441886,Without Sulfates SLS & SLES
P483496,Vegan
P483496,Fragrance Free
P483496,Salicylic Acid
P483496,Good for: Acne/Blemishes
P483496,Gluten Free
P483496,Cruelty-Free
P458276,Shimmer Finish
P458276,Matte Finish
P458276,Metallic Finish
P458276,Radiant Finish
P458276,Black Owned at Sephora
P474948,Refill Available
P474948,Hydrating
P474948,Long-wearing
P474948,Matte Finish
P474948,Medium Coverage
P474948,Without Sulfates SLS & SLES
P400204,Best for Dry Skin
P400204,Good for: Anti-Aging
P400204,Clean + Planet Positive
P400204,Vegan
P406526,Unisex/ Genderless Scent
P406526,Layerable Scent
P406526,Warm &Spicy Scent
P446119,allure 2020 Best of Beauty Award Winner
P446119,Floral Scent
P469522,Good for: Anti-Aging
P469522,Matte Finish
P469522,Oil Free
P469522,"Best for Oily, Combo, Normal Skin"
P469522,SPF
P162554,allure 2020 Best of Beauty Award Winner
P162554,Hydrating
P162554,Without Phthalates
P162554,Without Parabens
P47478987,Light Coverage
P47478987,Liquid Formula
P47478987,Radiant Finish
P47478987,"Best for Dry, Combo, Normal Skin"
P47478987,Without Parabens
P47478987,Vegan
P473000,Natural Finish
P473000,Clean at Sephora
P473000,Hydrating
P473000,Long-wearing
P473000,Waterproof
P473000,Medium Coverage
P442756,Vegan
P442756,Good for: Anti-Aging
P442756,Without Parabens
P442756,Without Sulfates SLS & SLES
P442756,Good for: Dark spots
P442756,Gluten Free
P438618,Clean + Planet Positive
P438618,Fragrance Free
P438618,Good for: Acne/Blemishes
P438618,"Best for Dry, Combo, Normal Skin"
P448203,Good for: Anti-Aging
P448203,Good for: Dryness
P448203,"Best for Dry, Combo, Normal Skin"
P448203,"Best for Oily, Combo, Normal Skin"
P448203,Hyaluronic Acid
P448203,Without Silicones
P433672,Warm &Spicy Scent
P433672,Unisex/ Genderless Scent
P433672,Layerable Scent
P411396,Volumizing
P411396,Collagen
P411396,Without Phthalates
P411396,Lengthening
P411396,Without Parabens
P411396,Without Sulfates SLS & SLES
P443843,Good for: Loss of firmness
P443843,Clean at Sephora
P443843,Good for: Anti-Aging
P443843,Good for: Dryness
P443843,Cruelty-Free
P473838,Hydrating
P473838,Clean at Sephora
P473838,All Hair Types
P473838,Good for: Frizz
P473838,Without Silicones
P473838,Increases Shine
P424901,Without Parabens
P424901,Radiant Finish
P424901,Vegan
P444600,Vegan
P444600,Volumizing
P444600,Lengthening
P444600,Curling
P446423,Salicylic Acid
P446423,Good for: Acne/Blemishes
P446423,Best for Dry Skin
P446423,Gluten Free
P446423,Cruelty-Free
P446423,Without Formaldehydes
P447551,Matte Finish
P447551,Vegan
P411850,Natural Finish
P411850,Hydrating
P411850,Good for: Dryness
P411850,Gluten Free
P411850,Clean at Sephora
P448111,Floral Scent
P448111,Fresh Scent
P448111,allure 2020 Best of Beauty Award Winner
P188309,Good for: Acne/Blemishes
P188309,Salicylic Acid
P188309,Oil Free
P188309,Gluten Free
P188309,Fragrance Free
P188309,Without Sulfates SLS & SLES
P455899,Vegan
P455899,Best for Dry Skin
P455899,Good for: Dryness
P455899,Without Parabens
P455899,Without Sulfates SLS & SLES
P455899,Gluten Free
P455850,Good for: Dryness
P455850,Good for: Frizz
P455850,Increases Shine
P455850,Without Sulfates SLS & SLES
P455850,Without Mineral Oil
P455850,All Hair Types
P450262,Good for: Dullness/Uneven Texture
P450262,Good for: Dark Circles
P450262,Clean at Sephora
P450262,Good for: Dark spots
P450262,Niacinamide
P450262,Cruelty-Free
P428123,Without Parabens
P428123,Without Phthalates
P434545,Vegan
P434545,Good for: Dullness/Uneven Texture
P434545,Good for: Pores
P434545,Clean at Sephora
P434545,Cruelty-Free
P474813,Stick Formula
P474813,Radiant Finish
P474813,Natural Finish
P474813,Long-wearing
P474813,Without Parabens
P474813,Cruelty-Free
P440933,Vegan
P440933,Good for: Pores
P440933,Clean at Sephora
P440933,"Best for Oily, Combo, Normal Skin"
P460513,Hydrating
P460513,Hypoallergenic
P460513,Fragrance Free
P460513,"Best for Dry, Combo, Normal Skin"
P460513,Without Parabens
P460513,Without Phthalates
P450845,Matte Finish
P450845,Shimmer Finish
P450845,Without Parabens
P450845,Without Phthalates
P450845,Cruelty-Free
P450845,Vegan
P503903,Vegan
P503903,Cream Formula
P503903,Clean at Sephora
P503903,Matte Finish
P503903,Without Parabens
P503903,Cruelty-Free
P435800,Vegan
P435800,Good for: Pores
P435800,Clean at Sephora
P435800,AHA/Glycolic Acid
P435800,Gluten Free
P435800,Cruelty-Free
P458753,Vegan
P458753,Clean at Sephora
P458753,Matte Finish
P458753,Fragrance Free
P458753,Gluten Free
P383223,Good for: Volume
P383223,Heat Protection
P383223,All Hair Types
P383223,Good for: Frizz
P383223,Good for: Dryness
P383223,Without Silicones
P457420,Heat Protection
P457420,All Hair Types
P457420,Good for: Frizz
P457420,Good for: Dryness
P481739,Clean + Planet Positive
P481739,Hydrating
P481739,Fragrance Free
P481739,Good for: Acne/Blemishes
P481739,Good for: Dryness
P481739,Niacinamide
P444548,Vegan
P444548,Liquid Formula
P444548,Matte Finish
P444548,Long-wearing
P444548,Full Coverage
P444548,Without Parabens
P454508,Vegan
P454508,Community Favorite
P454508,Matte Finish
P454508,Long-wearing
P454508,Without Parabens
P479723,Floral Scent
P479723,All Hair Types
P479723,Without Sulfates SLS & SLES
P479723,Increases Shine
P479723,Good for: Oily Scalp
P479723,Cruelty-Free
P501035,Light Coverage
P501035,Vegan
P501035,Radiant Finish
P501035,Liquid Formula
P501035,Without Parabens
P501035,"Best for Dry, Combo, Normal Skin"
P7844,Clean at Sephora
P7844,Good for: Dryness
P480000,High Shine Finish
P480000,Hydrating
P417182,Layerable Scent
P417182,Unisex/ Genderless Scent
P479354,Vegan
P479354,Good for: Dullness/Uneven Texture
P479354,Clean at Sephora
P479354,Hydrating
P479354,Good for: Dryness
P479354,"Best for Oily, Combo, Normal Skin"
P467247,Good for: Pores
P467247,Vitamin C
P467247,Clean at Sephora
P467247,Oil Free
P467247,Black Owned at Sephora
P467247,Cruelty-Free
P474840,Good for: Dullness/Uneven Texture
P474840,Good for: Pores
P474840,Clean at Sephora
P474840,Retinol
P474840,Good for: Anti-Aging
P474840,Without Parabens
P422457,Volumizing
P422457,Community Favorite
P422457,Without Phthalates
P422457,Without Formaldehydes
P422457,Lengthening
P422457,Without Sulfates SLS & SLES
P379951,Liquid Formula
P379951,Medium Coverage
P379951,Natural Finish
P379951,Long-wearing
P379951,Oil Free
P379951,Good for: Dark Circles
P466142,Good for: Dullness/Uneven Texture
P466142,AHA/Glycolic Acid
P466142,Cruelty-Free
P466142,Clean at Sephora
P476718,"Best for Oily, Combo, Normal Skin"
P476718,Without Parabens
P476718,Long-wearing
P476718,Waterproof
P476718,Vegan
P476718,Cruelty-Free
P439928,Vegan
P439928,Best for Dry Skin
P439928,Clean at Sephora
P439928,Hydrating
P439928,SPF
P439928,Cruelty-Free
P454387,Vegan
P454387,Radiant Finish
P454387,Clean at Sephora
P454387,SPF
P454387,Cruelty-Free
P433938,Unisex/ Genderless Scent
P433938,Warm &Spicy Scent
P450886,Vegan
P450886,Hydrating
P450886,Clean at Sephora
P450886,Long-wearing
P450886,Gluten Free
P437981,Good for: Dark Circles
P437981,Good for: Redness
P437981,Good for: Dryness
P437981,Cruelty-Free
P437981,Vegan
P437981,Clean + Planet Positive
P454506,Radiant Finish
P454506,Vegan
P454506,Without Parabens
P454050,Liquid Formula
P454050,Vegan
P454050,Shimmer Finish
P454050,Hydrating
P454050,Without Parabens
P456398,Without Oxybenzone
P456398,Without Phthalates
P456398,SPF
P446343,Vegan
P446343,Clean + Planet Positive
P446343,All Hair Types
P446343,Good for: Dryness
P446343,Gluten Free
P446343,Without Sulfates SLS & SLES
P440482,Vegan
P440482,Oil Free
P440482,Without Sulfates SLS & SLES
P457246,Vegan
P457246,Shimmer Finish
P457246,Matte Finish
P457246,Without Parabens
P457246,Gluten Free
P457246,Cruelty-Free
P478018,Cream Formula
P478018,Pressed Powder Formula
P478018,Natural Finish
P478018,Long-wearing
P478018,Without Parabens
P478018,Cruelty-Free
P469507,Good for: Acne/Blemishes
P469507,Good for: Redness
P469507,Good for: Dullness/Uneven Texture
P469507,Salicylic Acid
P469507,"Best for Dry, Combo, Normal Skin"
P469507,Fragrance Free
P475045,Natural Finish
P475045,Liquid Formula
P475045,Good for: Dark Circles
P475045,Medium Coverage
P475045,"Best for Oily, Combo, Normal Skin"
P475045,Good for: Dark spots
P447598,Vegan
P447598,Good for: Dullness/Uneven Texture
P447598,Good for: Dryness
P447598,Without Parabens
P447598,Good for: Dark spots
P447598,Without Sulfates SLS & SLES
P64888798,Light Coverage
P64888798,Liquid Formula
P64888798,Radiant Finish
P64888798,"Best for Dry, Combo, Normal Skin"
P64888798,Without Parabens
P64888798,Vegan
P504208,Hydrating
P504208,Good for: Dryness
P504208,"Best for Oily, Combo, Normal Skin"
P504208,"Best for Dry, Combo, Normal Skin"
P422574,Natural Finish
P422574,Cream Formula
P422574,Fragrance Free
P422574,Without Parabens
P422574,Without Sulfates SLS & SLES
P422574,Gluten Free
P500777,Clean at Sephora
P500777,Hydrating
P500777,Without Phthalates
P500777,Without Parabens
P472700,Hyaluronic Acid
P472700,High Shine Finish
P472700,Vitamin C
P472700,Hydrating
P472700,Without Phthalates
P472700,Without Sulfates SLS & SLES
P466154,Clean at Sephora
P466154,SPF
P474380,Pressed Powder Formula
P474380,Long-wearing
P474380,Vegan
P474380,Cruelty-Free
P467658,Vegan
P467658,Radiant Finish
P467658,Liquid Formula
P467658,Long-wearing
P467658,Hydrating
P474360,Vegan
P474360,Good for: Dullness/Uneven Texture
P474360,Clean + Planet Positive
P474360,Good for: Dryness
P474360,Niacinamide
P474360,Cruelty-Free
P284710,Natural Finish
P284710,Pressed Powder Formula
P284710,Hydrating
P284710,Long-wearing
P284710,allure 2021 Best of Beauty Award Winner
P284710,Medium Coverage
P457442,Vegan
P457442,Clean at Sephora
P468697,Vegan
P468697,Clean at Sephora
P468697,allure 2021 Best of Beauty Award Winner
P468697,Cruelty-Free
P444608,Pressed Powder Formula
P444608,allure 2019 Best of Beauty Award Winner
P444608,Liquid Formula
P471038,Vegan
P471038,High Shine Finish
P471038,Plumping
P471038,Hydrating
P471038,Clean at Sephora
P429516,Hyaluronic Acid
P429516,Liquid Formula
P429516,Community Favorite
P429516,Clean at Sephora
P429516,Hydrating
P429516,SPF
P421432,Good for: Acne/Blemishes
P421432,Best for Oily Skin
P421432,Salicylic Acid
P421432,Without Parabens
P421432,allure 2018 Best of Beauty Award Winner
P421432,Cruelty-Free
P381020,Clean + Planet Positive
P381020,Good for: Dryness
P482329,Good for: Dullness/Uneven Texture
P482329,Clean + Planet Positive
P482329,Retinol
P482329,Good for: Anti-Aging
P482329,Good for: Acne/Blemishes
P482329,Niacinamide
P482074,Good for: Redness
P482074,Hyaluronic Acid
P482074,Clean at Sephora
P482074,Fragrance Free
P482074,Good for: Dryness
P482074,"Best for Oily, Combo, Normal Skin"
P427715,Vegan
P427715,allure 2018 Best of Beauty Award Winner
P427715,All Hair Types
P427715,Good for: Flaky/Dry Scalp
P427715,Good for: Oily Scalp
P442701,Clean at Sephora
P442701,SPF
P442564,CBD
P442564,Cruelty-Free
P442564,Clean + Planet Positive
P442564,Community Favorite
P475951,Hyaluronic Acid
P475951,Best for Oily Skin
P475951,Hydrating
P475951,Good for: Dryness
P475951,Without Parabens
P475951,"Best for Dry, Combo, Normal Skin"
P425947,Community Favorite
P425947,Satin Finish
P425947,Long-wearing
P425947,Curling
P462672,Fresh Scent
P462672,All Hair Types
P462672,Curl-Enhancing
P462672,Good for: Frizz
P462672,Increases Shine
P460747,Good for: Dark Circles
P460747,Good for: Dullness/Uneven Texture
P460747,Hyaluronic Acid
P460747,Cruelty-Free
P460747,Vegan
P460747,Clean + Planet Positive
P425327,Cream Formula
P425327,Best for Dry Skin
P425327,Without Phthalates
P425327,Good for: Dryness
P417320,Pressed Powder Formula
P417320,Shimmer Finish
P503896,Radiant Finish
P503896,Liquid Formula
P503896,Clean + Planet Positive
P503896,Without Mineral Oil
P503896,Hypoallergenic
P503896,Without Silicones
P466661,Good for: Pores
P466661,Clean + Planet Positive
P466661,Without Mineral Oil
P466661,Oil Free
P466661,"Best for Oily, Combo, Normal Skin"
P466661,Cruelty-Free
P480192,Vegan
P480192,Good for: Loss of firmness
P480192,Vitamin C
P480192,Good for: Dark Circles
P480192,"Best for Dry, Combo, Normal Skin"
P480192,Niacinamide
P122718,Best for Oily Skin
P122718,Good for: Dullness/Uneven Texture
P122718,Without Phthalates
P122718,Fragrance Free
P122718,Without Parabens
P445101,Layerable Scent
P445101,Floral Scent
P421945,Good for: Frizz
P421945,Good for: Hair Thinning
P421945,UV Protection
P421945,Prevents Color Fading
P421945,Vegan
P421945,Gluten Free
P457653,Matte Finish
P457653,Metallic Finish
P188307,Good for: Acne/Blemishes
P188307,Salicylic Acid
P188307,Oil Free
P188307,Gluten Free
P188307,Fragrance Free
P188307,Without Parabens
P478523,Stick Formula
P478523,Long-wearing
P478523,Fragrance Free
P478523,Without Parabens
P478523,Cruelty-Free
P480609,"Best for Dry, Combo, Normal Skin"
P480609,Good for: Pores
P480609,Natural Finish
P381714,Pressed Powder Formula
P381714,Matte Finish
P381714,Long-wearing
P381714,Medium Coverage
P381714,Oil Free
P483466,Vegan
P483466,Long-wearing
P483466,Matte Finish
P483466,Waterproof
P483466,Cruelty-Free
P434402,Hydrating
P434402,Heat Protection
P434402,All Hair Types
P434402,Good for: Frizz
P434402,Good for: Dryness
P434402,Increases Shine
P482006,Good for: Dullness/Uneven Texture
P482006,Hydrating
P482006,Without Mineral Oil
P482006,Without Phthalates
P482006,Without Parabens
P482006,Niacinamide
P388515,Good for: Volume
P388515,All Hair Types
P388515,Without Sulfates SLS & SLES
P478030,allure 2020 Best of Beauty Award Winner
P478030,Best for Normal Skin
P478030,Good for: Redness
P478030,Community Favorite
P478030,Clean at Sephora
P478030,Good for: Dryness
P404794,Vegan
P404794,Clean at Sephora
P404794,Hydrating
P428505,Volumizing
P428505,allure 2019 Best of Beauty Award Winner
P428505,Community Favorite
P433627,Good for: Dullness/Uneven Texture
P433627,Good for: Pores
P433627,Clean + Planet Positive
P433627,Good for: Anti-Aging
P433627,Good for: Acne/Blemishes
P433627,Good for: Dark spots
P468163,Cruelty-Free
P468163,High Shine Finish
P468163,Hydrating
P468163,Vegan
P484055,Good for: Loss of firmness
P484055,Hydrating
P484055,Good for: Dryness
P484055,"Best for Oily, Combo, Normal Skin"
P484055,"Best for Dry, Combo, Normal Skin"
P475966,Hyaluronic Acid
P475966,Gluten Free
P475966,Vegan
P475966,Clean at Sephora
P475966,Vitamin C
P475966,Light Coverage
P417180,Unisex/ Genderless Scent
P417180,Layerable Scent
P415619,Good for: Pores
P415619,Good for: Dark spots
P415619,Good for: Dullness/Uneven Texture
P415619,Niacinamide
P415619,Refill Available
P418505,Vegan
P418505,Clean + Planet Positive
P418505,All Hair Types
P418505,Alcohol Free
P418505,Without Silicones
P418505,Good for: Oily Scalp
P379710,Vegan
P379710,Good for: Dullness/Uneven Texture
P379710,Good for: Dark Circles
P379710,Clean at Sephora
P379710,Salicylic Acid
P379710,Cruelty-Free
P426204,Good for: Damage
P426204,Vegan
P426204,Community Favorite
P426204,Clean + Planet Positive
P426204,All Hair Types
P426204,Increases Shine
P397623,Hyaluronic Acid
P397623,Without Mineral Oil
P397623,Good for: Dryness
P397623,Hypoallergenic
P397623,"Best for Dry, Combo, Normal Skin"
P397623,Without Sulfates SLS & SLES
P413613,Good for: Pores
P413613,Good for: Dryness
P413613,Good for: Dullness/Uneven Texture
P482003,Stick Formula
P482003,allure 2022 Best of Beauty Award Winner
P482003,Natural Finish
P482003,Cream Formula
P482003,Hydrating
P482003,Long-wearing
P473322,Vegan
P473322,Good for: Dullness/Uneven Texture
P473322,Good for: Loss of firmness
P473322,Clean at Sephora
P473322,Good for: Anti-Aging
P473322,AHA/Glycolic Acid
P457455,Vegan
P457455,Radiant Finish
P457455,Pressed Powder Formula
P457455,Clean + Planet Positive
P457455,Without Silicones
P457455,Cruelty-Free
P469839,Vegan
P469839,Pressed Powder Formula
P469839,Clean at Sephora
P469839,Fragrance Free
P469839,Gluten Free
P422013,Clean at Sephora
P422013,"Best for Oily, Combo, Normal Skin"
P422013,Without Parabens
P422013,Without Sulfates SLS & SLES
P475134,Floral Scent
P475134,Refill Available
P481817,Vegan
P481817,Good for: Dullness/Uneven Texture
P481817,Good for: Pores
P481817,Clean + Planet Positive
P481817,Fresh Scent
P481817,"Best for Oily, Combo, Normal Skin"
P433616,Good for: Dullness/Uneven Texture
P433616,Community Favorite
P433616,Clean + Planet Positive
P433616,Without Mineral Oil
P433616,"Best for Oily, Combo, Normal Skin"
P433616,Cruelty-Free
P377756,Light Coverage
P377756,Vegan
P377756,Loose Powder Formula
P377756,Radiant Finish
P377756,Without Phthalates
P377756,Without Parabens
P503697,Good for: Damage
P503697,Clean + Planet Positive
P503697,All Hair Types
P503697,Good for: Hair Thinning
P503697,Fragrance Free
P503697,Cruelty-Free
P474812,Cream Formula
P474812,Matte Finish
P474812,Without Phthalates
P474812,Fragrance Free
P474812,Without Parabens
P474812,Without Sulfates SLS & SLES
P453282,Good for: Volume
P453282,All Hair Types
P453282,Good for: Frizz
P405290,Clean at Sephora
P482286,Light Coverage
P482286,Natural Finish
P482286,Cream Formula
P482286,Hydrating
P482286,Fragrance Free
P482286,Without Parabens
P466665,Light Coverage
P466665,Liquid Formula
P466665,Matte Finish
P466665,Oil Free
P466665,SPF
P442838,Vegan
P442838,Clean + Planet Positive
P442838,Fragrance Free
P442838,Gluten Free
P442838,Cruelty-Free
P455324,Satin Finish
P455324,Hydrating
P455324,Vegan
P455324,Without Parabens
P455324,Without Sulfates SLS & SLES
P455324,Without Silicones
P455324,Clean at Sephora
P501592,Vegan
P501592,Liquid Formula
P501592,Long-wearing
P501592,Matte Finish
P501592,Cruelty-Free
P405597,Clean at Sephora
P405597,Vegan
P503294,Vegan
P503294,Good for: Dullness/Uneven Texture
P503294,Good for: Loss of firmness
P503294,Vitamin C
P503294,Hydrating
P503294,Clean at Sephora
P384780,Vegan
P384780,Clean at Sephora
P384780,Cruelty-Free
P450560,Unisex/ Genderless Scent
P450560,Fresh Scent
P440925,Vegan
P440925,Clean at Sephora
P440925,Good for: Dryness
P474304,Vegan
P474304,Good for: Pores
P474304,Clean + Planet Positive
P474304,Without Parabens
P474304,"Best for Dry, Combo, Normal Skin"
P474304,Cruelty-Free
P476438,Clean + Planet Positive
P476438,Light Hold
P476438,Curl-Enhancing
P476438,Good for: Frizz
P476438,Without Silicones
P476438,Increases Shine
P502975,Recyclable Packaging
P502975,Pressed Powder Formula
P502975,Cream Formula
P502975,Liquid Formula
P460729,Cream Formula
P460729,Long-wearing
P460729,Matte Finish
P460729,Full Coverage
P460729,Waterproof
P460729,"Best for Oily, Combo, Normal Skin"
P05048798,Medium Coverage
P05048798,Waterproof
P05048798,Matte Finish
P05048798,"Best for Dry, Combo, Normal Skin"
P05048798,Without Parabens
P05048798,Vegan
P421600,Good for: Acne/Blemishes
P421600,"Best for Oily, Combo, Normal Skin"
P421600,Salicylic Acid
P421600,Cruelty-Free
P421600,Vegan
P421600,Clean + Planet Positive
P471047,Vegan
P471047,Clean + Planet Positive
P471047,Long-wearing
P471047,Good for: Hair Thinning
P471047,Without Silicones
P417170,Loose Powder Formula
P417170,Matte Finish
P417170,"Best for Oily, Combo, Normal Skin"
P417170,Gluten Free
P417170,Clean at Sephora
P417170,Vegan
P313009,Vegan
P313009,Light Coverage
P313009,Loose Powder Formula
P313009,Pressed Powder Formula
P313009,Cream Formula
P430903,Vegan
P430903,Good for: Dullness/Uneven Texture
P430903,Clean at Sephora
P430903,Good for: Dryness
P467251,Good for: Pores
P467251,Clean at Sephora
P467251,Oil Free
P467251,SPF
P467251,Good for: Dark spots
P467251,Black Owned at Sephora
P449107,Long-wearing
P449107,Medium Coverage
P449107,Natural Finish
P449107,Liquid Formula
P449107,Without Parabens
P449107,Without Phthalates
P459835,Good for: Loss of firmness
P459835,Vitamin C
P459835,Good for: Pores
P459835,Hydrating
P459835,"Best for Dry, Combo, Normal Skin"
P459835,Niacinamide
P416923,Hyaluronic Acid
P416923,Good for: Loss of firmness
P416923,Clean + Planet Positive
P416923,Good for: Anti-Aging
P416923,Good for: Dryness
P437960,Vegan
P437960,allure 2020 Best of Beauty Award Winner
P437960,Hyaluronic Acid
P437960,Plumping
P437960,Hydrating
P468169,Vegan
P468169,allure 2018 Readers' Choice Award Winner
P468169,Long-wearing
P468169,Waterproof
P468169,Cruelty-Free
P409631,Clean at Sephora
P409631,Vegan
P467151,Stick Formula
P467151,Long-wearing
P467151,Waterproof
P467151,Without Parabens
P467151,Gluten Free
P482328,Vegan
P482328,Community Favorite
P482328,Without Silicones
P482328,Alcohol Free
P482328,Gluten Free
P432622,Unisex/ Genderless Scent
P432622,Warm &Spicy Scent
P462417,Floral Scent
P436094,Good for: Redness
P436094,Good for: Dullness/Uneven Texture
P436094,Clean + Planet Positive
P436094,Hydrating
P436094,Good for: Dryness
P436094,"Best for Dry, Combo, Normal Skin"
P500298,Cream Formula
P500298,Shimmer Finish
P500298,Clean at Sephora
P500298,Long-wearing
P500298,Matte Finish
P500298,Cruelty-Free
P469088,Good for: Dullness/Uneven Texture
P469088,Good for: Dark Circles
P469088,Clean at Sephora
P469088,Cruelty-Free
P481694,Vegan
P481694,Radiant Finish
P481694,Refill Available
P481694,Liquid Formula
P481694,Hydrating
P481694,Medium Coverage
P473261,Matte Finish
P473261,Shimmer Finish
P473261,Without Parabens
P473261,Without Sulfates SLS & SLES
P473261,Cruelty-Free
P473261,Vegan
P468351,Hyaluronic Acid
P468351,Vitamin C
P468351,Good for: Dryness
P468351,Fragrance Free
P468351,Oil Free
P468351,Without Parabens
P458216,Vegan
P458216,Good for: Dark Circles
P458216,Good for: Pores
P458216,Good for: Dullness/Uneven Texture
P458216,Cruelty-Free
P458216,Clean at Sephora
P450211,Clean at Sephora
P450211,"Best for Dry, Combo, Normal Skin"
P408227,Warm &Spicy Scent
P408227,Unisex/ Genderless Scent
P411365,Good for: Dark Circles
P411365,Good for: Anti-Aging
P411365,Retinol
P411365,Without Parabens
P411365,Gluten Free
P411365,Cruelty-Free
P483674,Vegan
P483674,Good for: Pores
P483674,Clean at Sephora
P483674,Long-wearing
P483674,"Best for Oily, Combo, Normal Skin"
P483674,Cruelty-Free
P421296,Floral Scent
P421296,Layerable Scent
P456412,Good for: Redness
P456412,Clean at Sephora
P456412,Good for: Dryness
P441854,Vegan
P441854,Liquid Formula
P441854,Long-wearing
P441854,Waterproof
P441854,Without Parabens
P469440,Vegan
P469440,Clean + Planet Positive
